Papel;Empresa;CNPJ;Setor de atuação;Subsetor de atuação;Segmento de atuação;Patrimônio líquido;Ativos;Ativo circulante;Dívida bruta;Disponibilidade;Dívida líquida;Valor de mercado;Valor de firma;Número total de papéis;Segmento de listagem;Free float;Cotação atual;Mínima 52 semanas;Máxima 52 semanas;Dividend Yield;Valorização
even3;EVEN CONSTRUTORA E INCORPORADORA S.A.;43.470.988/0001-65;Consumo Cíclico;Construção Civil;Incorporações;1936161000;6454900000;4664634000;473443000;736204000;-262761000;1030320000;767559000;212000000;Novo Mercado;93.82;4.79;4.20;7.34;3.09;-20.43
eztc3;EZ TEC EMPREEND. E PARTICIPACOES S.A.;08.312.229/0001-73;Consumo Cíclico;Construção Civil;Incorporações;4470659000;5519036000;2380632000;474385000;886337000;-411952000;3023130929;2611178929;220989103;Novo Mercado;42.68;13.38;12.59;22.82;5.72;-23.76
fesa3;CIA FERRO LIGAS DA BAHIA - FERBASA;15.141.799/0001-03;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;3040727000;3972032000;1709441000;341414000;829461000;-488047000;4773990400;4285943400;88320000;Nível 1;46.21;55.56;41.88;61.00;8.80;13.13
fesa4;CIA FERRO LIGAS DA BAHIA - FERBASA;15.141.799/0001-03;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;3040727000;3972032000;1709441000;341414000;829461000;-488047000;4773990400;4285943400;88320000;Nível 1;46.21;53.63;37.62;58.24;9.95;18.55
fher3;FERTILIZANTES HERINGER S.A.;22.266.175/0001-88;Materiais Básicos;Químicos;Fertilizantes e Defensivos;442020000;3059685000;2316459000;221286000;29103000;192183000;960275374;1152458374;53857284;Novo Mercado;29.02;17.60;13.84;22.43;-;-1.95
fige3;INVESTIMENTOS BEMGE S.A.;01.548.981/0001-79;Financeiro e Outros;Outros;Outros;148692000;150530000;2000;-;2000;-;9529252;9529252;2363936;;1.80;12.03;6.02;12.03;0.21;99.83
fige4;INVESTIMENTOS BEMGE S.A.;01.548.981/0001-79;Financeiro e Outros;Outros;Outros;148692000;150530000;2000;-;2000;-;9529252;9529252;2363936;;1.80;0.00;-;-;-;-
fiqe3;UNIFIQUE TELECOMUNICAÇÕES S.A.;02.255.187/0001-08;Comunicações;Telecomunicações;Telecomunicações;994630000;1899392000;765285000;378418000;616546000;-238128000;1404752483;1166624483;362049609;Novo Mercado;25.13;3.80;3.10;6.72;2.19;-35.59
flry3;FLEURY S.A.;60.840.055/0001-31;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;1914903000;6784004000;1830221000;3617320000;775474000;2841846000;5680539075;8522385075;367197096;Novo Mercado;95.84;15.46;13.33;19.37;6.43;-7.92
fncn3;FINANSINOS S.A.- CREDITO FINANC E INVEST;91.669.747/0001-92;Financeiro e Outros;Intermediários Financeiros;Soc. Crédito e Financiamento;13938000;15539000;7956000;-;4951000;-;13021337;13021337;913778;;16.36;14.25;11.60;16.00;-;-4.94
fras3;FRAS-LE S.A.;88.610.126/0001-29;Bens Industriais;Material de Transporte;Material Rodoviário;1798952000;3753696000;2317685000;933392000;1016794000;-83402000;2511151990;2427749990;270016343;Nível 1;33.08;9.22;9.00;14.10;3.77;-26.53
frio3;METALFRIO SOLUTIONS S.A.;04.821.041/0001-08;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;-223039000;1828979000;1265934000;1307188000;210087000;1097101000;127309374;1224410374;4106754;Novo Mercado;45.49;31.00;31.00;45.01;-;-31.13
frta3;POMIFRUTAS S/A;86.550.951/0001-50;Consumo não Cíclico;Agropecuária;Agricultura;-68217000;29694000;2676000;60766000;305000;60461000;5667953;66128953;2053606;Novo Mercado;37.01;2.76;2.31;5.21;-;-46.20
gepa3;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Utilidade Pública;Energia Elétrica;Energia Elétrica;2063527000;3757259000;365052000;946456000;162813000;783643000;2357999077;3141642077;94433283;;3.81;23.01;21.71;33.00;10.42;-28.65
gepa4;RIO PARANAPANEMA ENERGIA S.A.;02.998.301/0001-81;Utilidade Pública;Energia Elétrica;Energia Elétrica;2063527000;3757259000;365052000;946456000;162813000;783643000;2357999077;3141642077;94433283;;3.81;25.95;23.30;33.56;9.24;-21.12
gett11;GETNET ADQUIRENCIA E SERV PARA MEIOS DE PGTO S.A.;10.440.482/0001-54;Financeiro e Outros;Serviços Financeiros Diversos;Serviços Financeiros Diversos;3618061000;55295410000;53007641000;1235163000;626329000;608834000;-;-;1866722202;;10.09;4.81;3.13;5.00;8.79;44.01
gett3;GETNET ADQUIRENCIA E SERV PARA MEIOS DE PGTO S.A.;10.440.482/0001-54;Financeiro e Outros;Serviços Financeiros Diversos;Serviços Financeiros Diversos;3618061000;55295410000;53007641000;1235163000;626329000;608834000;-;-;1866722202;;10.09;2.40;1.54;2.40;8.39;47.24
gett4;GETNET ADQUIRENCIA E SERV PARA MEIOS DE PGTO S.A.;10.440.482/0001-54;Financeiro e Outros;Serviços Financeiros Diversos;Serviços Financeiros Diversos;3618061000;55295410000;53007641000;1235163000;626329000;608834000;-;-;1866722202;;10.09;2.40;1.56;2.47;9.02;43.71
gfsa3;GAFISA S.A.;01.545.826/0001-07;Consumo Cíclico;Construção Civil;Incorporações;1741484000;5869297000;4003784000;2225157000;586336000;1638821000;852502483;2491323483;51139921;Novo Mercado;70.24;17.65;5.52;30.70;-;14.24
ggbr3;GERDAU S.A.;33.611.500/0001-19;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;49188157000;79772325000;37557578000;12855608000;8590131000;4265477000;49890693735;54156170735;1673397190;Nível 1;66.16;25.58;15.59;25.97;14.08;26.01
ggbr4;GERDAU S.A.;33.611.500/0001-19;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;49188157000;79772325000;37557578000;12855608000;8590131000;4265477000;49890693735;54156170735;1673397190;Nível 1;66.16;30.98;19.70;31.81;11.60;21.63
ggps3;GPS PARTICIPACOES E EMPREENDIMENTOS S.A.;09.229.201/0001-30;Bens Industriais;Transporte;Logística;2415202000;7134344000;3650924000;1926593000;1418643000;507950000;7842290458;8350240458;669708835;Novo Mercado;56.91;11.56;10.35;17.51;-;-21.52
gmat3;GRUPO MATEUS S.A.;24.990.777/0001-09;Consumo não Cíclico;Comércio e Distribuição;Alimentos;7148327000;12387779000;7886771000;3158714000;694792000;2463922000;13896786837;16360708837;2209346079;Novo Mercado;21.00;6.27;3.28;7.70;-;8.48
goau3;METALURGICA GERDAU S.A.;92.690.783/0001-09;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;16694955000;80267128000;38044094000;12855608000;9041544000;3814064000;14058197871;17872261871;1033840804;Nível 1;73.33;12.88;8.10;12.99;9.65;32.37
goau4;METALURGICA GERDAU S.A.;92.690.783/0001-09;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;16694955000;80267128000;38044094000;12855608000;9041544000;3814064000;14058197871;17872261871;1033840804;Nível 1;73.33;13.68;8.65;13.93;9.06;26.08
goll4;GOL LINHAS AEREAS INTELIGENTES S.A.;06.164.253/0001-87;Bens Industriais;Transporte;Transporte Aéreo;-21723443000;16501734000;3087436000;11389882000;494486000;10895396000;3399462985;14294858985;3200516281;Nível 2;5.94;8.04;6.13;19.71;-;-51.86
gpar3;CIA CELG DE PARTICIPACOES - CELGPAR;08.560.444/0001-93;Utilidade Pública;Energia Elétrica;Energia Elétrica;1169913000;1284121000;783163000;0;746929000;-746929000;3506779440;2759850440;77928432;;0.10;45.00;24.03;45.00;33.67;28.53
grnd3;GRENDENE S.A.;89.850.341/0001-60;Consumo Cíclico;Tecidos. Vestuário e Calçados;Calçados;4269370000;4722099000;2942570000;146265000;1171627000;-1025362000;5809910400;4784548400;902160000;Novo Mercado;29.66;6.47;5.90;10.26;4.69;-19.93
gshp3;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;08.764.621/0001-53;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;-823709000;1528167000;250595000;1844775000;160308000;1684467000;46290456;1730757456;1928769;;74.05;23.01;21.03;32.10;-;-26.49
guar3;GUARARAPES CONFECCOES S.A.;08.402.943/0001-52;Consumo Cíclico;Comércio;Tecidos. Vestuário e Calçados;5163268000;14144806000;8518924000;3635184000;1266689000;2368495000;3030144000;5398639000;499200000;Novo Mercado;16.41;5.67;5.52;13.06;2.41;-39.68
haga3;HAGA S.A. INDUSTRIA E COMERCIO;30.540.991/0001-66;Bens Industriais;Construção e Engenharia;Produtos para Construção;-63092955;58972456;49079479;26723356;36592457;-9869101;22173667;12304566;11900000;;75.74;3.40;2.56;11.45;-;-59.38
haga4;HAGA S.A. INDUSTRIA E COMERCIO;30.540.991/0001-66;Bens Industriais;Construção e Engenharia;Produtos para Construção;-63092955;58972456;49079479;26723356;36592457;-9869101;22173667;12304566;11900000;;75.74;1.12;1.05;2.21;-;-43.15
hapv3;HAPVIDA PARTICIPACOES E INVESTIMENTOS SA;05.197.443/0001-38;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;49145726000;72662411000;7795070000;10798543000;4353619000;6444924000;30791742252;37236666252;7144255743;Novo Mercado;62.37;4.20;4.20;12.77;-;-59.62
hbor3;HELBOR EMPREENDIMENTOS S.A.;49.263.189/0001-02;Consumo Cíclico;Construção Civil;Incorporações;1361989000;5096699000;3071579000;1614711000;303599000;1311112000;318565551;1629677551;133851072;Novo Mercado;49.01;2.39;1.96;4.40;7.44;-42.27
hbre3;HBR REALTY EMPREENDIMENTOS IMOBILIARIOS S/A;14.785.152/0001-51;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;1881228000;3803913000;485801000;1090680000;375166000;715514000;490147660;1205661660;103188981;Novo Mercado;25.00;4.70;4.00;8.50;-;-34.27
hbsa3;HIDROVIAS DO BRASIL S.A.;12.648.327/0001-53;Bens Industriais;Transporte;Transporte Hidroviário;1353670000;6399284000;1281661000;4664960000;594071000;4070889000;1680445641;5751334641;760382643;Novo Mercado;99.96;2.19;2.00;3.64;-;-26.01
hbts5;CIA HABITASUL DE PARTICIPACOES;87.762.563/0001-03;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;487064000;1375556000;150935000;245482000;49656000;195826000;264876923;460702923;9133687;;41.90;29.00;29.00;60.98;4.85;-35.73
heta3;HERCULES S.A. FABRICA DE TALHERES;92.749.225/0001-63;Consumo Cíclico;Utilidades Domésticas;Utensílios Domésticos;-557049000;11239000;1340000;324582000;0;324582000;17844420;342426420;509999;;47.79;96.00;96.00;96.00;-;0.00
heta4;HERCULES S.A. FABRICA DE TALHERES;92.749.225/0001-63;Consumo Cíclico;Utilidades Domésticas;Utensílios Domésticos;-557049000;11239000;1340000;324582000;0;324582000;17844420;342426420;509999;;47.79;4.16;3.81;9.54;-;-49.45
hoot4;HOTEIS OTHON S.A.;33.200.049/0001-47;Consumo Cíclico;Hoteis e Restaurantes;Hotelaria;-500821000;465766000;35512000;1038000;7422000;-6384000;9394448;3010448;18372411;;13.95;1.19;1.10;2.85;-;-56.73
hype3;HYPERA S.A.;02.932.074/0001-91;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;10492687000;22548765000;7452100000;8850124000;2218905000;6631219000;27395450595;34026669595;633420823;Novo Mercado;63.28;43.47;26.25;50.50;2.82;65.60
ifcm3;INFRACOMMERCE CXAAS S.A.;38.456.921/0001-36;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;1515786000;3332615000;1156204000;586572000;262082000;324490000;1516948396;1841438396;365529734;Novo Mercado;79.43;4.06;2.52;17.65;-;-77.00
igbr3;IGB ELETRÔNICA S/A;43.185.362/0001-07;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;-1066077000;117425000;7800000;352053000;1005000;351048000;44642707;395690707;1250496;;483.71;35.70;14.50;49.32;-;110.25
igti11;JEREISSATI PARTICIPACOES S.A.;60.543.816/0001-93;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;4002907000;7556042000;2437074000;3240725000;2059039000;1181686000;4793578895;5975264895;1233106910;Nível 1;55.05;18.24;16.68;22.44;1.86;4.47
igti3;JEREISSATI PARTICIPACOES S.A.;60.543.816/0001-93;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;4002907000;7556042000;2437074000;3240725000;2059039000;1181686000;4793578895;5975264895;1233106910;Nível 1;55.05;2.58;2.24;3.38;1.85;-9.15
igti4;JEREISSATI PARTICIPACOES S.A.;60.543.816/0001-93;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;4002907000;7556042000;2437074000;3240725000;2059039000;1181686000;4793578895;5975264895;1233106910;Nível 1;55.05;7.55;7.00;9.89;1.94;-16.11
inep3;INEPAR S.A. INDUSTRIA E CONSTRUCOES;76.627.504/0001-06;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;-1314176000;1496940000;107284000;868951000;579000;868372000;266686534;1135058534;183053740;;82.42;1.52;0.52;1.88;-;10.95
inep4;INEPAR S.A. INDUSTRIA E CONSTRUCOES;76.627.504/0001-06;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;-1314176000;1496940000;107284000;868951000;579000;868372000;266686534;1135058534;183053740;;82.42;1.28;0.52;1.72;-;-5.19
irbr3;IRB - BRASIL RESSEGUROS S.A.;33.376.989/0001-91;Financeiro e Outros;Previdência e Seguros;Seguradoras;4106821000;23044756000;13912681000;-;3861100000;-;3060184012;3060184012;2467890332;Novo Mercado;99.49;1.29;0.66;3.63;-;-64.46
itsa3;ITAUSA INVESTIMENTOS ITAU S.A.;61.532.644/0001-15;Financeiro e Outros;Intermediários Financeiros;Bancos;70827000000;95943000000;11187000000;13963000000;6576000000;7387000000;85763165098;93150165098;9701409715;Nível 1;66.54;9.06;7.64;9.85;6.79;9.55
itsa4;ITAUSA INVESTIMENTOS ITAU S.A.;61.532.644/0001-15;Financeiro e Outros;Intermediários Financeiros;Bancos;70827000000;95943000000;11187000000;13963000000;6576000000;7387000000;85763165098;93150165098;9701409715;Nível 1;66.54;8.72;7.23;9.81;7.04;7.79
itub3;ITAU UNIBANCO HOLDING S.A.;60.872.504/0001-23;Financeiro e Outros;Intermediários Financeiros;Bancos;157222000000;2165608000000;33839000000;-;0;-;236424340546;236424340546;9804135348;Nível 1;52.89;22.45;18.90;25.78;4.54;12.36
itub4;ITAU UNIBANCO HOLDING S.A.;60.872.504/0001-23;Financeiro e Outros;Intermediários Financeiros;Bancos;157222000000;2165608000000;33839000000;-;0;-;236424340546;236424340546;9804135348;Nível 1;52.89;26.04;21.82;31.00;3.91;14.41
jall3;JALLES MACHADO S.A.;02.635.522/0001-95;Consumo não Cíclico;Alimentos Processados;Açucar e Alcool;1508764000;4704371000;2113240000;2415058000;1279758000;1135300000;2015728102;3151028102;294697091;Novo Mercado;33.90;6.81;6.69;11.06;2.62;-27.48
jbss3;JBS S.A.;02.916.265/0001-60;Consumo não Cíclico;Alimentos Processados;Carnes e Derivados;44282089000;206311527000;83546252000;94927744000;17260724000;77667020000;50240335781;127907355781;2218116370;Novo Mercado;51.17;21.79;20.24;36.47;9.14;-36.01
jfen3;JOAO FORTES ENGENHARIA S.A.;33.035.536/0001-00;Consumo Cíclico;Construção Civil;Incorporações;-597469000;1178425000;988806000;598144000;22219000;575925000;76798785;652723785;105203815;;9.59;0.75;0.54;1.39;-;-42.31
jhsf3;JHSF PARTICIPACOES S.A.;08.294.224/0001-65;Consumo Cíclico;Construção Civil;Incorporações;4970929000;9805348000;3003987000;2753677000;867800000;1885877000;3335503136;5221380136;679328541;Novo Mercado;44.02;4.85;4.54;7.81;4.28;4.75
jopa3;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;87.456.562/0001-22;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos;563152000;2328548000;1692286000;1277502000;635170000;642332000;230654612;872986612;10582361;;21.18;21.60;21.17;28.99;3.83;-20.00
jopa4;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;87.456.562/0001-22;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos;563152000;2328548000;1692286000;1277502000;635170000;642332000;230654612;872986612;10582361;;21.18;37.40;35.09;37.50;2.43;3.89
jslg3;JSL S.A.;52.548.435/0001-79;Bens Industriais;Transporte;Transporte Rodoviário;1388338000;7447310000;2291839000;4267934000;670661000;3597273000;1612606969;5209879969;286431078;Novo Mercado;22.06;5.59;4.50;8.20;7.99;-17.55
kepl3;KEPLER WEBER S.A.;91.983.056/0001-69;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;631379000;1314360000;944675000;147495000;298654000;-151159000;1725313248;1574154248;89860065;;99.37;19.06;10.69;26.01;10.33;75.02
klbn11;KLABIN S.A.;89.637.490/0001-45;Materiais Básicos;Madeira e Papel;Papel e Celulose;7973273000;44289873000;13338329000;27920874000;7396256000;20524618000;22763701447;43288319447;5617892756;Nível 2;63.48;19.81;17.42;25.18;7.57;-17.32
klbn3;KLABIN S.A.;89.637.490/0001-45;Materiais Básicos;Madeira e Papel;Papel e Celulose;7973273000;44289873000;13338329000;27920874000;7396256000;20524618000;22763701447;43288319447;5617892756;Nível 2;63.48;3.94;3.53;5.94;7.60;-27.97
klbn4;KLABIN S.A.;89.637.490/0001-45;Materiais Básicos;Madeira e Papel;Papel e Celulose;7973273000;44289873000;13338329000;27920874000;7396256000;20524618000;22763701447;43288319447;5617892756;Nível 2;63.48;3.97;3.49;4.81;7.55;-13.51
krsa3;KORA SAÚDE PARTICIPAÇÕES S.A;13.270.520/0001-66;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;1192960000;4838541000;1468381000;2477207000;437245000;2039962000;756786563;2796748563;772231187;Novo Mercado;20.23;1.01;0.78;4.35;-;-76.01
land3;Terra Santa Propriedades Agricolas S.A.;40.337.136/0001-06;Consumo não Cíclico;Agropecuária;Agricultura;703309000;966869000;45525000;18234000;12348000;5886000;2877186164;2883072164;96226962;Novo Mercado;31.81;29.64;18.33;30.45;0.69;45.01
lavv3;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;26.462.693/0001-28;Consumo Cíclico;Construção Civil;Incorporações;1171897000;1794881000;1494368000;2952000;516780000;-513828000;973727638;459899638;199534352;Novo Mercado;37.01;4.94;4.08;6.62;10.44;9.78
lcam3;CIA LOCAÇÃO DAS AMÉRICAS;10.215.988/0001-60;Consumo Cíclico;Diversos;Aluguel de carros;5076603000;18835010000;4030750000;10446216000;2162843000;8283373000;12285815276;20569188276;508729411;;--;24.15;21.88;27.25;5.15;10.37
leve3;MAHLE-METAL LEVE S.A.;60.476.884/0001-87;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;1647101000;3141523000;1963645000;412094000;284413000;127681000;3845405745;3973086745;128308500;Novo Mercado;30.00;30.08;19.73;30.71;14.75;10.43
ligt3;LIGHT S.A.;03.378.521/0001-75;Utilidade Pública;Energia Elétrica;Energia Elétrica;8628601000;27758722000;8391606000;10760445000;3287712000;7472733000;1669047852;9141780852;372555324;Novo Mercado;99.87;4.51;4.29;11.32;5.60;-55.26
lipr3;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;01.104.937/0001-70;Utilidade Pública;Energia Elétrica;Energia Elétrica;207395000;244471000;62284000;0;62284000;-62284000;823542230;761258230;11764889;;16.29;70.00;54.65;70.20;2.60;0.09
ljqq3;LOJAS QUERO-QUERO S/A;96.418.264/0218-02;Consumo Cíclico;Comércio;Produtos Diversos;520369000;2831209000;1866532000;338640000;418777000;-80137000;837187502;757050502;187290269;Novo Mercado;95.63;4.18;3.90;10.97;-;-56.32
llis3;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.;49.669.856/0001-43;Consumo Cíclico;Comércio;Tecidos. Vestuário e Calçados;-630335000;1528533000;470170000;1851023000;36667000;1814356000;1510493520;3324849520;848591865;Novo Mercado;100.00;1.79;1.20;2.09;-;49.17
logg3;LOG COMMERCIAL PROPERTIES;09.041.168/0001-10;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;3636247000;6125153000;657148000;1837240000;272199000;1565041000;1626373732;3191414732;102159154;Novo Mercado;58.27;15.79;14.51;30.20;5.43;-31.53
logn3;LOG-IN LOGISTICA INTERMODAL S.A.;42.278.291/0001-24;Bens Industriais;Transporte;Transporte Hidroviário;583882000;3045266000;1112662000;1543358000;693915000;849443000;3615948426;4465391426;106476691;Novo Mercado;24.12;34.28;20.55;41.31;-;41.65
lpsb3;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;08.078.847/0001-09;Financeiro e Outros;Exploração de Imóveis;Intermediação Imobiliária;196834000;406126000;112597000;0;61633000;-61633000;317242457;255609457;147554631;Novo Mercado;70.77;2.14;1.49;4.69;3.52;-7.76
lren3;LOJAS RENNER S.A.;92.754.738/0001-62;Consumo Cíclico;Comércio;Tecidos. Vestuário e Calçados;9790803000;20816608000;13171312000;3407704000;4406316000;-998612000;19844364400;18845752400;991226993;Novo Mercado;97.41;20.57;18.70;31.03;3.22;-14.47
lupa3;LUPATECH S.A.;89.463.822/0001-12;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Equipamentos e Serviços;113746000;505207000;238538000;145734000;12606000;133128000;163603931;296731931;30353234;Novo Mercado;100.00;5.41;2.72;6.08;-;-8.15
luxm3;TREVISA INVESTIMENTOS S.A.;92.660.570/0001-26;Bens Industriais;Transporte;Transporte Hidroviário;104479000;151100000;21030000;13075000;8792000;4283000;237607020;241890020;5196000;;30.35;0.00;-;-;-;-
luxm4;TREVISA INVESTIMENTOS S.A.;92.660.570/0001-26;Bens Industriais;Transporte;Transporte Hidroviário;104479000;151100000;21030000;13075000;8792000;4283000;237607020;241890020;5196000;;30.35;81.99;74.30;84.30;0.85;2.36
lvtc3;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A;05.917.486/0001-40;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;647900000;1692608000;991930000;0;179686000;-179686000;541229837;361543837;64663063;Novo Mercado;33.32;8.48;4.91;16.72;2.05;-41.11
lwsa3;LOCAWEB SERVIÇOS DE INTERNET S.A.;02.351.877/0001-52;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;2959028000;4574244000;2111765000;93143000;1438296000;-1345153000;4070546778;2725393778;592510448;Novo Mercado;70.79;6.39;5.12;11.19;-;-33.09
mapt3;CEMEPE INVESTIMENTOS S.A.;93.828.986/0001-73;Financeiro e Outros;Outros;Outros;-6059000;773000;0;0;0;0;21556767;21556767;918895;;3.88;37.00;-;-;-;-
mapt4;CEMEPE INVESTIMENTOS S.A.;93.828.986/0001-73;Financeiro e Outros;Outros;Outros;-6059000;773000;0;0;0;0;21556767;21556767;918895;;3.88;10.21;10.21;21.51;-;-52.51
matd3;HOSPITAL MATER DEI SA;16.676.520/0001-59;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;1639184000;4823278000;1209004000;1222156000;481535000;740621000;2817770781;3558391781;382329821;Novo Mercado;21.19;7.16;6.16;17.27;1.23;-39.78
mbly3;Mobly S.A.;31.553.627/0001-01;Consumo Cíclico;Comércio;Produtos Diversos;570425000;887532000;518702000;175296000;219589000;-44293000;332248500;287955500;106489904;Novo Mercado;41.74;3.25;2.14;6.74;-;-31.58
mdia3;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;07.206.816/0001-15;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos;6592032000;11178301000;4761684000;2070978000;439285000;1631693000;11526000000;13157693000;339000000;Novo Mercado;20.44;33.76;18.91;45.04;5.71;57.39
mdne3;MOURA DUBEUX ENGENHARIA S/A;12.049.631/0001-84;Consumo Cíclico;Construção Civil;Incorporações;1171406000;2805357000;1024479000;104801000;225958000;-121157000;505210781;384053781;84909375;Novo Mercado;63.07;5.86;4.88;7.75;-;18.62
meal3;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;17.314.329/0001-20;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;1058590000;2838905000;578300000;641902000;338661000;303241000;861972285;1165213285;286369530;Novo Mercado;91.87;2.96;1.54;3.07;-;33.94
mega3;OMEGA ENERGIA S.A.;42.500.384/0001-51;Utilidade Pública;Energia Elétrica;Energia Elétrica;4167022000;15651692000;2740144000;8189703000;1469513000;6720190000;5685529976;12405719976;622730556;Novo Mercado;54.36;9.20;8.65;13.01;-;-23.97
melk3;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;12.181.987/0001-77;Consumo Cíclico;Construção Civil;Incorporações;1198545000;2198124000;1588231000;136818000;337626000;-200808000;673820665;473012665;207969341;Novo Mercado;32.80;3.27;2.97;4.51;6.39;-13.49
merc3;MERCANTIL BRASIL FINANC S.A. C.F.I.;33.040.601/0001-87;Financeiro e Outros;Intermediários Financeiros;Soc. Crédito e Financiamento;251336000;312367000;4961000;-;4961000;-;211680142;211680142;18010000;;13.90;15.11;14.74;24.10;-;-37.30
merc4;MERCANTIL BRASIL FINANC S.A. C.F.I.;33.040.601/0001-87;Financeiro e Outros;Intermediários Financeiros;Soc. Crédito e Financiamento;251336000;312367000;4961000;-;4961000;-;211680142;211680142;18010000;;13.90;7.39;7.10;10.69;6.17;-26.54
mgel3;MANGELS INDUSTRIAL S.A.;61.065.298/0001-02;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;-189125000;653468000;421854000;755440000;89915000;665525000;83357633;748882633;5783212;;49.03;19.13;-;-;-;-
mgel4;MANGELS INDUSTRIAL S.A.;61.065.298/0001-02;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;-189125000;653468000;421854000;755440000;89915000;665525000;83357633;748882633;5783212;;49.03;11.79;11.40;19.75;-;-14.57
mglu3;MAGAZINE LUIZA S.A.;47.960.950/0001-21;Consumo Cíclico;Comércio;Eletrodomésticos;10805289000;35976404000;20721960000;7147965000;2106095000;5041870000;20584226886;25626096886;6748926848;Novo Mercado;42.59;2.97;2.13;7.35;-;-52.93
mils3;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;27.093.558/0001-15;Bens Industriais;Serviços;Serviços Diversos;1203750000;1978293000;781849000;559251000;416867000;142384000;2507424154;2649808154;246308856;Novo Mercado;72.91;10.09;5.29;13.93;2.55;89.66
mlas3;MULTILASER INDUSTRIAL S.A.;59.717.553/0001-02;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;4190244000;6371577000;5069023000;657654000;480953000;176701000;2896503464;3073204464;820539225;Novo Mercado;54.89;3.52;3.01;7.69;3.47;-51.45
mmxm3;MMX MINERACAO E METALICOS S.A.;02.762.115/0001-49;Materiais Básicos;Mineração;Minerais Metálicos;-842661000;128006000;7224000;269958000;287000;269671000;90834562;360505562;6488183;Novo Mercado;42.58;14.00;-;-;-;-
mndl3;MUNDIAL S.A. - PRODUTOS DE CONSUMO;88.610.191/0001-54;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;-738899000;1274437000;421975000;326738000;6700000;320038000;97474218;417512218;2480260;;67.22;39.30;18.50;40.00;-;17.35
mnpr3;MINUPAR PARTICIPACOES S.A.;90.076.886/0001-40;Consumo não Cíclico;Alimentos Processados;Carnes e Derivados;-319878000;303779000;158752000;496000;273000;223000;42245595;42468595;7100100;;42.32;5.95;5.35;7.93;-;-4.80
